;;;Warm tapwater;12.52;GJ;;;;;;;;
;;;Kantoor;0.114258281;GJ/m2;;;;;;;;
;;;m2 kantoor;2083;m2;;;;;;;;
;;;Ruimteverwarming;9.5;GJ;;;;;;;;
;;;Aantal woningen;480;;;;;;;;;
;;;;;;;;;;;;;
Uren vh jaar;;Warm tapwater GJ;Ruimte-verwarming GJ;Totaal GJ;Totaal genormaliseerd;;Warm tapwater genormaliseerd;;Warm tapwater input;;Ruimteverwarming genormaliseerd;;Ruimteverwarming input
;;;;;;;;;;;;;
;;;;;;;;;;;;;
135;; 0.59 ; 1.37 ; 1.95 ; 0 ;; 0.00 ;;0.00002593;; 0.00 ;;0.00021665
136;; 0.61 ; 1.50 ; 2.11 ; 0 ;; 0.00 ;;0.00002714;; 0.00 ;;0.00023768
137;; 0.79 ; 1.67 ; 2.46 ; 0 ;; 0.00 ;;0.00003479;; 0.00 ;;0.00026560
138;; 1.08 ; 1.76 ; 2.84 ; 0 ;; 0.00 ;;0.00004784;; 0.00 ;;0.00027986
139;; 1.23 ; 1.67 ; 2.90 ; 0 ;; 0.00 ;;0.00005425;; 0.00 ;;0.00026563
140;; 1.10 ; 1.65 ; 2.75 ; 0 ;; 0.00 ;;0.00004889;; 0.00 ;;0.00026109
141;; 0.85 ; 1.53 ; 2.38 ; 0 ;; 0.00 ;;0.0000375;; 0.00 ;;0.00024265
142;; 0.70 ; 1.34 ; 2.04 ; 0 ;; 0.00 ;;0.00003111;; 0.00 ;;0.00021234
143;; 0.59 ; 0.97 ; 1.56 ; 0 ;; 0.00 ;;0.00002605;; 0.00 ;;0.00015415
144;; 0.40 ; 0.57 ; 0.97 ; 0 ;; 0.00 ;;0.00001769;; 0.00 ;;0.00009061
145;; 0.33 ; 0.43 ; 0.76 ; 0 ;; 0.00 ;;0.0000147;; 0.00 ;;0.00006760
146;; 0.40 ; 0.43 ; 0.83 ; 0 ;; 0.00 ;;0.00001754;; 0.00 ;;0.00006874
147;; 0.43 ; 0.48 ; 0.92 ; 0 ;; 0.00 ;;0.00001915;; 0.00 ;;0.00007679
148;; 0.47 ; 0.54 ; 1.01 ; 0 ;; 0.00 ;;0.0000209;; 0.00 ;;0.00008590
149;; 0.56 ; 0.66 ; 1.21 ; 0 ;; 0.00 ;;0.00002467;; 0.00 ;;0.00010427
150;; 0.75 ; 0.94 ; 1.69 ; 0 ;; 0.00 ;;0.0000331;; 0.00 ;;0.00014969
151;; 0.82 ; 1.44 ; 2.26 ; 0 ;; 0.00 ;;0.00003632;; 0.00 ;;0.00022781
152;; 1.11 ; 1.71 ; 2.82 ; 0 ;; 0.00 ;;0.00004907;; 0.00 ;;0.00027072
153;; 1.15 ; 1.74 ; 2.89 ; 0 ;; 0.00 ;;0.00005099;; 0.00 ;;0.00027572
154;; 1.13 ; 1.62 ; 2.76 ; 0 ;; 0.00 ;;0.00005011;; 0.00 ;;0.00025763
155;; 0.89 ; 1.46 ; 2.36 ; 0 ;; 0.00 ;;0.0000396;; 0.00 ;;0.00023187
156;; 0.81 ; 1.36 ; 2.17 ; 0 ;; 0.00 ;;0.00003594;; 0.00 ;;0.00021604
157;; 0.80 ; 1.30 ; 2.09 ; 0 ;; 0.00 ;;0.00003526;; 0.00 ;;0.00020553
158;; 0.64 ; 1.28 ; 1.92 ; 0 ;; 0.00 ;;0.00002845;; 0.00 ;;0.00020292
159;; 0.59 ; 1.32 ; 1.91 ; 0 ;; 0.00 ;;0.00002593;; 0.00 ;;0.00020988
160;; 0.61 ; 1.45 ; 2.07 ; 0 ;; 0.00 ;;0.00002714;; 0.00 ;;0.00023039
161;; 0.79 ; 1.63 ; 2.41 ; 0 ;; 0.00 ;;0.00003479;; 0.00 ;;0.00025794
162;; 1.08 ; 1.72 ; 2.80 ; 0 ;; 0.00 ;;0.00004784;; 0.00 ;;0.00027231
163;; 1.23 ; 1.63 ; 2.86 ; 0 ;; 0.00 ;;0.00005425;; 0.00 ;;0.00025869
164;; 1.10 ; 1.60 ; 2.71 ; 0 ;; 0.00 ;;0.00004889;; 0.00 ;;0.00025437
165;; 0.85 ; 1.49 ; 2.34 ; 0 ;; 0.00 ;;0.0000375;; 0.00 ;;0.00023641
166;; 0.70 ; 1.30 ; 2.01 ; 0 ;; 0.00 ;;0.00003111;; 0.00 ;;0.00020665
167;; 0.59 ; 0.95 ; 1.53 ; 0 ;; 0.00 ;;0.00002605;; 0.00 ;;0.00014996
168;; 0.40 ; 0.55 ; 0.95 ; 0 ;; 0.00 ;;0.00001769;; 0.00 ;;0.00008804
169;; 0.34 ; 0.41 ; 0.75 ; 0 ;; 0.00 ;;0.00001517;; 0.00 ;;0.00006529
170;; 0.27 ; 0.42 ; 0.69 ; 0 ;; 0.00 ;;0.000012;; 0.00 ;;0.00006600
171;; 0.46 ; 0.46 ; 0.92 ; 0 ;; 0.00 ;;0.00002026;; 0.00 ;;0.00007362
172;; 0.43 ; 0.52 ; 0.95 ; 0 ;; 0.00 ;;0.00001917;; 0.00 ;;0.00008230
173;; 0.62 ; 0.63 ; 1.25 ; 0 ;; 0.00 ;;0.00002725;; 0.00 ;;0.00009996
174;; 0.63 ; 0.91 ; 1.54 ; 0 ;; 0.00 ;;0.00002808;; 0.00 ;;0.00014418
175;; 0.47 ; 1.47 ; 1.94 ; 0 ;; 0.00 ;;0.00002071;; 0.00 ;;0.00023400
176;; 0.53 ; 1.75 ; 2.28 ; 0 ;; 0.00 ;;0.00002342;; 0.00 ;;0.00027780
177;; 0.83 ; 1.79 ; 2.61 ; 0 ;; 0.00 ;;0.00003656;; 0.00 ;;0.00028358
178;; 1.07 ; 1.68 ; 2.75 ; 0 ;; 0.00 ;;0.00004746;; 0.00 ;;0.00026584
179;; 1.03 ; 1.51 ; 2.54 ; 0 ;; 0.00 ;;0.00004564;; 0.00 ;;0.00023954
180;; 0.83 ; 1.41 ; 2.24 ; 0 ;; 0.00 ;;0.00003685;; 0.00 ;;0.00022319
181;; 0.75 ; 1.34 ; 2.09 ; 0 ;; 0.00 ;;0.00003322;; 0.00 ;;0.00021240
182;; 0.51 ; 1.32 ; 1.83 ; 0 ;; 0.00 ;;0.0000224;; 0.00 ;;0.00020970
183;; 0.40 ; 1.37 ; 1.77 ; 0 ;; 0.00 ;;0.00001767;; 0.00 ;;0.00021696
184;; 0.41 ; 1.50 ; 1.92 ; 0 ;; 0.00 ;;0.00001836;; 0.00 ;;0.00023801
185;; 0.50 ; 1.68 ; 2.17 ; 0 ;; 0.00 ;;0.00002194;; 0.00 ;;0.00026594
186;; 0.64 ; 1.77 ; 2.41 ; 0 ;; 0.00 ;;0.0000284;; 0.00 ;;0.00028019
187;; 0.81 ; 1.68 ; 2.48 ; 0 ;; 0.00 ;;0.00003572;; 0.00 ;;0.00026594
188;; 0.76 ; 1.65 ; 2.41 ; 0 ;; 0.00 ;;0.00003369;; 0.00 ;;0.00026139
189;; 0.55 ; 1.53 ; 2.09 ; 0 ;; 0.00 ;;0.00002456;; 0.00 ;;0.00024293
190;; 0.42 ; 1.34 ; 1.76 ; 0 ;; 0.00 ;;0.00001866;; 0.00 ;;0.00021259
